Molecule,Form,Brand,Manufacturer,2009_Sales,2010_Sales,2011_Sales,2012_Sales,2013_Sales,2014_Sales,2015_Sales
PODOPHYLLOTOXIN,D DERMATOLOGICALS,GENERIC,ACTAVIS,"$2,003,569 ","$2,963,644 ","$2,988,230 ","$2,608,386 ","$2,597,170 ","$1,721,345 ","$562,265 "
PODOPHYLLOTOXIN,D DERMATOLOGICALS,GENERIC,METACON LABS,,"$47,958 ","$1,189,314 ","$2,248,982 ","$1,905,885 ","$2,080,495 ","$1,233 "
PODOPHYLLOTOXIN,D DERMATOLOGICALS,GENERIC,PADDOCK LABS INC,"$1,449,504 ","$1,945,180 ","$957,040 ","$653,505 ","$565,599 ","$754,666 ","$300,552 "
POISON IVY,O ORALS,GENERIC,MFR NOT STATED,"$11,192 ","$2,202 ",,,,,
POLIDOCANOL,I INJECTABLES,BRAND,BTG PHARMACEUTICAL,,,,,,"$36,343 ","$6,048 "
POLIDOCANOL,I INJECTABLES,BRAND,MERZ PHARM,,,,,,"$4,247 ","$5,767 "
POLLEN,O ORALS,BRAND,GREER LABS INC,,,,,,"$34,160 ","$129,438 "
POLLEN,O ORALS,BRAND,MERCK & COMPANY,,,,,,"$874,649 ","$1,300,108 "
POLLEN,O ORALS,OTHER,MAJOR PHARM,$976 ,"$1,814 ","$1,812 ",$31 ,,,
POLLEN,O ORALS,OTHER,NATURES BOUNTY,"$2,939 ","$5,452 ","$1,760 ",,,,
POLLEN,O ORALS,OTHER,PRIVATE LABEL,"$4,724 ",,,,,,
POLOXAMERS,Y ALL OTHERS,GENERIC,A-A SPECTRUM,$19 ,$469 ,,,,,
POLOXAMERS,Y ALL OTHERS,GENERIC,FAGRON,"$2,409 ","$3,479 ","$5,511 ","$5,504 ","$4,178 ","$2,009 ",$373 
POLOXAMERS,Y ALL OTHERS,GENERIC,LETCO MED,"$40,819 ","$28,334 ","$42,186 ","$30,766 ","$34,620 ","$33,766 ","$7,889 "
POLOXAMERS,Y ALL OTHERS,GENERIC,MEDISCA INC,$635 ,"$1,944 ","$2,597 ","$8,006 ","$12,049 ","$6,531 ","$6,584 "
POLY(UREA-URETHANE),D DERMATOLOGICALS,BRAND,INNOCUTIS,,,,"$726,583 ","$3,688,965 ","$4,892,875 ","$639,915 "
POLYCARBOPHIL,O ORALS,OTHER,ALVA/AMCO PHARMACA,"$3,342 ",,,,,,
POLYCARBOPHIL,O ORALS,OTHER,HOSPAK UNIT DOSE,"$99,369 ","$186,459 ","$171,445 ","$156,954 ","$92,592 ",$230 ,
POLYCARBOPHIL,O ORALS,OTHER,KONSYL PHARMACEUT,"$46,390 ","$55,457 ","$47,955 ","$48,371 ","$42,163 ","$27,033 ","$4,531 "
POLYCARBOPHIL,O ORALS,OTHER,MAJOR PHARM,"$1,055,722 ","$1,499,940 ","$1,600,917 ","$1,681,129 ","$1,655,529 ","$1,767,541 ","$448,928 "
POLYCARBOPHIL,O ORALS,OTHER,NUMARK LABS,"$102,929 ","$146,242 ","$115,274 ","$118,900 ","$105,489 ","$99,323 ","$20,162 "
POLYCARBOPHIL,O ORALS,OTHER,PFIZER CPD,"$4,089,909 ","$4,611,345 ","$4,180,126 ","$3,845,527 ","$4,160,035 ","$3,879,332 ","$884,677 "
POLYCARBOPHIL,O ORALS,OTHER,PRIVATE LABEL,"$4,453,896 ","$1,760,464 ","$1,045,841 ","$1,029,900 ","$824,988 ","$736,007 ","$193,601 "
POLYCARBOPHIL,O ORALS,OTHER,QUALITEST PRODUCTS,"$67,655 ","$129,433 ","$149,216 ","$43,776 ",,,
POLYCARBOPHIL,O ORALS,OTHER,TEVA PHARMACEUTICA,$105 ,,,,,,
POLYETHYLENE GLYCOL,O ORALS,BRANDED GENERIC,BRAINTREE LABS,$935 ,$961 ,,"$33,722 ","$64,544 ","$90,338 ","$25,698 "
POLYETHYLENE GLYCOL,O ORALS,BRANDED GENERIC,GAVIS PHARM,"$4,417,401 ","$9,409,747 ","$8,106,023 ","$7,892,819 ","$9,280,839 ","$12,544,152 ","$3,960,340 "
POLYETHYLENE GLYCOL,O ORALS,BRANDED GENERIC,GERITREX CORP,"$6,815 ","$4,916 ","$6,875 ","$6,175 ","$5,202 ","$16,428 ",$390 
POLYETHYLENE GLYCOL,O ORALS,GENERIC,AFFORDABLE PHARM,"$5,895,268 ","$9,674,601 ","$10,499,219 ","$11,009,255 ","$16,953,277 ","$15,547,749 ","$3,923,598 "
POLYETHYLENE GLYCOL,O ORALS,GENERIC,AV KARE INC,,,,,,"$163,023 ","$58,531 "
POLYETHYLENE GLYCOL,O ORALS,GENERIC,BRECKENRIDGE,"$34,351,620 ","$54,971,387 ","$64,164,117 ","$63,703,942 ","$57,746,095 ","$51,825,543 ","$12,653,903 "
POLYETHYLENE GLYCOL,O ORALS,GENERIC,KREMERS URBAN,"$200,898 ","$305,089 ","$783,099 ","$19,708,634 ","$26,743,971 ","$24,553,160 ","$5,429,457 "
POLYETHYLENE GLYCOL,O ORALS,GENERIC,PADDOCK LABS INC,"$32,326,492 ","$49,792,652 ","$53,170,342 ","$56,926,441 ","$50,939,592 ","$46,559,941 ","$11,419,915 "
POLYETHYLENE GLYCOL,O ORALS,GENERIC,REPACKAGER,,,,,$596 ,"$37,733 ","$40,554 "
POLYETHYLENE GLYCOL,O ORALS,OTHER,AMERICAN HLTH PKG,,"$156,330 ","$1,168,525 ","$1,482,370 ","$1,629,378 ","$1,988,300 ","$640,069 "
POLYETHYLENE GLYCOL,O ORALS,OTHER,BAYER CONSUMER CAR,"$49,830,571 ","$58,566,153 ","$54,924,233 ","$66,252,461 ","$65,388,166 ","$62,614,222 ","$16,865,979 "
POLYETHYLENE GLYCOL,O ORALS,OTHER,BOEHRINGER ING CON,"$2,716,233 ","$2,695,633 ","$1,369,432 ","$204,228 ",$19 ,$5 ,
POLYETHYLENE GLYCOL,O ORALS,OTHER,GAVIS PHARM,"$3,003 ","$98,172 ","$761,668 ","$1,884,205 ","$2,137,654 ","$2,419,960 ","$699,907 "
POLYETHYLENE GLYCOL,O ORALS,OTHER,GERI-CARE PHARM,,,"$45,997 ","$3,099 ","$31,652 ","$42,338 ","$12,465 "
POLYETHYLENE GLYCOL,O ORALS,OTHER,KREMERS URBAN,,"$1,321 ",$273 ,$507 ,,,
POLYETHYLENE GLYCOL,O ORALS,OTHER,MAJOR PHARM,"$69,729 ","$1,708,959 ","$2,915,916 ","$3,701,080 ","$4,470,240 ","$5,329,530 ","$1,450,286 "
POLYETHYLENE GLYCOL,O ORALS,OTHER,MYLAN INSTITUTION,"$98,811 ","$1,605,200 ","$1,854,151 ","$3,206,697 ","$4,316,310 ","$4,564,683 ","$1,188,845 "
POLYETHYLENE GLYCOL,O ORALS,OTHER,NEXGEN PHARMA,"$3,759 ","$49,493 ","$15,749 ",,,$2 ,
POLYETHYLENE GLYCOL,O ORALS,OTHER,PRIVATE LABEL,"$1,336,594 ","$9,036,530 ","$19,783,163 ","$17,527,846 ","$20,650,611 ","$18,280,217 ","$4,079,587 "
POLYETHYLENE GLYCOL,P OPHTHALMICS,OTHER,AMO,"$1,492,043 ","$4,292,550 ","$3,404,526 ","$5,215,854 ","$3,501,185 ","$3,925,442 ","$1,101,753 "
POLYETHYLENE GLYCOL,T OTHER TOPICALS,OTHER,PADDOCK LABS INC,"$31,883 ","$46,780 ","$36,250 ","$23,077 ","$13,836 ","$2,635 ",$459 
POLYETHYLENE GLYCOL,Y ALL OTHERS,GENERIC,A-A SPECTRUM,,,,,$32 ,,
POLYETHYLENE GLYCOL,Y ALL OTHERS,GENERIC,FAGRON,$74 ,$9 ,$109 ,,$202 ,$36 ,
POLYETHYLENE GLYCOL,Y ALL OTHERS,GENERIC,LETCO MED,,,,,"$175,360 ","$220,723 ","$18,524 "
POLYETHYLENE GLYCOL,Y ALL OTHERS,GENERIC,MEDISCA INC,,,,$9 ,$234 ,$427 ,"$1,962 "
POLYETHYLENE GLYCOL!POLYVINYL ALCOHOL,P OPHTHALMICS,OTHER,NOVARTIS RX,"$1,731,925 ","$1,960,289 ","$1,560,464 ","$1,507,123 ","$1,641,226 ","$281,836 ",$7 
POLYETHYLENE GLYCOL!POTASSIUM!SODIUM,O ORALS,BRAND,MEDA PHARM,"$1,837,811 ","$1,978,675 ","$1,222,184 ","$1,076,398 ","$1,944,342 ","$1,348,585 ","$300,023 "
POLYETHYLENE GLYCOL!POTASSIUM!SODIUM,O ORALS,BRANDED GENERIC,BRAINTREE LABS,"$10,683,099 ","$10,940,759 ","$8,677,139 ","$7,061,134 ","$6,963,683 ","$6,533,750 ","$1,608,858 "
POLYETHYLENE GLYCOL!POTASSIUM!SODIUM,O ORALS,BRANDED GENERIC,MEDA PHARM,"$9,292,800 ","$4,515,764 ","$3,480,417 ","$4,062,463 ","$3,168,560 ","$1,944,328 ","$217,990 "
POLYETHYLENE GLYCOL!POTASSIUM!SODIUM,O ORALS,GENERIC,KREMERS URBAN,"$5,885,227 ","$6,806,223 ","$6,263,964 ","$10,050,055 ","$5,929,161 ","$4,891,579 ","$1,119,222 "
POLYETHYLENE GLYCOL!POTASSIUM!SODIUM,O ORALS,GENERIC,MYLAN,,"$1,535,287 ","$2,921,311 ","$1,534,667 ","$3,505,612 ","$2,376,260 ",$500 
POLYETHYLENE GLYCOL!POTASSIUM!SODIUM,O ORALS,GENERIC,PADDOCK LABS INC,,"$1,298,743 ","$1,424 ",,,,
POLYETHYLENE GLYCOL!PROPYLENE GLYCOL,N NASAL,OTHER,ARBOR PHARM,"$24,558 ","$53,497 ","$56,083 ","$50,025 ","$57,354 ","$55,958 ","$1,089 "
POLYETHYLENE GLYCOL!PROPYLENE GLYCOL,P OPHTHALMICS,OTHER,ALCON CONSUMER,"$23,841,068 ","$40,118,881 ","$43,370,864 ","$51,250,763 ","$61,861,576 ","$70,337,731 ","$19,393,477 "
POLYETHYLENE GLYCOL!SODIUM,O ORALS,BRANDED GENERIC,BRAINTREE LABS,,,,,"$787,978 ","$672,457 ","$104,529 "
POLYETHYLENE GLYCOL!TETRAHYDROZOLINE,P OPHTHALMICS,OTHER,MCNEIL CONS & SPEC,,"$1,728,644 ","$2,492,693 ","$2,197,716 ","$2,518,693 ","$2,814,014 ","$721,629 "
POLYMYXIN B,I INJECTABLES,BRANDED GENERIC,BEDFORD LABS,"$2,838,966 ","$3,252,260 ","$1,233,049 ","$42,607 ","$30,545 ",,
POLYMYXIN B,I INJECTABLES,GENERIC,FRESENIUS KABI USA,"$1,431,417 ","$2,472,721 ","$2,935,834 ","$4,396,511 ","$4,371,462 ","$3,980,079 ","$790,118 "
POLYMYXIN B,I INJECTABLES,GENERIC,SAGENT PHARM,,,"$364,432 ","$1,438,940 ","$3,132 ",,
POLYMYXIN B,I INJECTABLES,GENERIC,X-GEN PHARM INC,"$2,104,522 ","$2,874,010 ","$3,177,447 ","$1,932,457 ","$2,386,651 ","$3,591,251 ","$1,202,129 "
POLYMYXIN B,Y ALL OTHERS,GENERIC,FAGRON,,,,"$19,183 ","$7,193 ",,
POLYMYXIN B,Y ALL OTHERS,GENERIC,LETCO MED,,,,,"$1,317,212 ","$1,281,300 ","$133,798 "
POLYMYXIN B,Y ALL OTHERS,GENERIC,MEDISCA INC,,,"$10,254 ","$2,051 ","$14,758 ","$16,467 ","$2,256 "
POLYMYXIN B!TRIMETHOPRIM,P OPHTHALMICS,BRANDED GENERIC,ALLERGAN,"$78,691 ","$128,642 ","$150,981 ","$154,682 ","$167,416 ","$173,375 ","$48,368 "
POLYMYXIN B!TRIMETHOPRIM,P OPHTHALMICS,GENERIC,"AKORN, INC",$258 ,,"$2,545 ","$150,388 ","$225,745 ","$187,860 ","$64,411 "
POLYMYXIN B!TRIMETHOPRIM,P OPHTHALMICS,GENERIC,A-S MEDICATION,"$5,752 ","$8,568 ","$16,057 ","$15,675 ","$11,617 ","$26,185 ","$5,815 "
POLYMYXIN B!TRIMETHOPRIM,P OPHTHALMICS,GENERIC,PACIFIC PHARM,"$15,747 ","$30,753 ","$100,855 ","$207,676 ","$250,966 ","$263,373 ","$92,832 "
POLYMYXIN B!TRIMETHOPRIM,P OPHTHALMICS,GENERIC,SANDOZ,"$781,167 ","$1,483,347 ","$8,254,964 ","$8,776,726 ","$9,099,997 ","$5,554,126 ","$1,888,167 "
POLYMYXIN B!TRIMETHOPRIM,P OPHTHALMICS,GENERIC,VALEANT PHARM,"$743,609 ","$1,265,905 ","$7,418,096 ","$8,753,126 ","$8,609,455 ","$8,301,459 ","$2,043,238 "
POLYOXYL 40,Y ALL OTHERS,GENERIC,LETCO MED,,,,,"$1,155 ","$3,571 ",
POLYOXYL 40!POVIDONE!TAURINE!ZINC,M MOUTH & THROAT,BRAND,PRAELIA PHARMA,,,,,"$180,825 ","$55,433 ","$3,543 "
POLYPODIUM LEPYDOPTERIS,O ORALS,OTHER,FERNDALE LABS,"$16,783 ","$3,511 ","$3,311 ","$4,679 ","$2,233,373 ","$372,794 ","$132,475 "
POLYSORBATE 20,Y ALL OTHERS,GENERIC,LETCO MED,,,,"$2,448 ",$408 ,"$9,791 ",
POLYSORBATE 80,Y ALL OTHERS,GENERIC,MEDISCA INC,,,,,$147 ,$503 ,$56 
POLYSTYRENE SULFONATE,O ORALS,BRANDED GENERIC,MARLEX PHARM,,$519 ,"$4,406 ",$946 ,"$2,834 ","$1,098 ",$61 
POLYSTYRENE SULFONATE,O ORALS,BRANDED GENERIC,PADDOCK LABS INC,"$8,736,505 ","$10,889,544 ","$8,719,163 ","$7,323,428 ","$7,079,618 ","$11,280,982 ","$3,114,567 "
POLYSTYRENE SULFONATE,O ORALS,GENERIC,CAROLINA MED PROD,"$11,124,413 ","$20,479,609 ","$22,254,216 ","$19,613,216 ","$18,068,698 ","$16,182,745 ","$3,795,772 "
POLYSTYRENE SULFONATE,O ORALS,GENERIC,KVK-TECH,"$1,206,884 ","$2,389,003 ","$4,017,992 ","$4,258,299 ","$4,536,356 ","$3,323,109 ","$740,618 "
POLYSTYRENE SULFONATE,O ORALS,GENERIC,MAJOR PHARM,,"$7,281 ","$18,195 ",,,,
POLYSTYRENE SULFONATE,O ORALS,GENERIC,PADDOCK LABS INC,,,"$81,011 ","$756,294 ","$1,070,358 ","$1,970,103 ","$702,165 "
POLYSTYRENE SULFONATE,O ORALS,GENERIC,REPACKAGER,,,,,,"$7,379 ","$45,237 "
POLYSTYRENE SULFONATE,O ORALS,GENERIC,ROXANE,"$10,669 ",$919 ,$254 ,$128 ,"$31,065 ","$230,150 ","$288,322 "
POLYSTYRENE SULFONATE,"R RECTALS,SYST",GENERIC,CAROLINA MED PROD,"$18,447 ","$35,116 ","$47,328 ","$49,460 ","$98,040 ","$167,952 ","$39,751 "
POLYSTYRENE SULFONATE,"R RECTALS,SYST",GENERIC,ROXANE,$87 ,$184 ,,,,,
POLYSTYRENE SULFONATE,Y ALL OTHERS,BRAND,COVIS PHARMA,"$584,592 ","$603,117 ","$533,402 ","$350,844 ","$307,720 ","$241,639 ","$32,172 "
POLYSTYRENE SULFONATE,Y ALL OTHERS,GENERIC,EPIC PHARMA,,,,,,"$4,163 ","$13,484 "
POLYSTYRENE SULFONATE,Y ALL OTHERS,GENERIC,EXACT-RX INC,,,,"$81,510 ","$352,432 ","$341,830 ","$49,553 "
POLYVINYL ALCOHOL,P OPHTHALMICS,OTHER,ALLERGAN,"$14,747 ","$18,411 ","$24,342 ","$18,481 ","$21,541 ","$24,210 ","$7,248 "
POLYVINYL ALCOHOL,P OPHTHALMICS,OTHER,HI-TECH PHARMACAL,$46 ,,,,,,
POLYVINYL ALCOHOL,P OPHTHALMICS,OTHER,MAJOR PHARM,"$1,206,469 ","$2,800,615 ","$3,923,028 ","$3,616,797 ","$3,291,434 ","$3,180,843 ","$899,184 "
POLYVINYL ALCOHOL,P OPHTHALMICS,OTHER,OCUSOFT INC,"$14,898 ","$27,219 ","$99,973 ","$768,132 ","$463,394 ","$23,746 ","$4,215 "
POLYVINYL ALCOHOL,P OPHTHALMICS,OTHER,PRIVATE LABEL,"$404,716 ","$589,775 ","$682,631 ","$648,149 ","$429,416 ","$408,063 ","$119,194 "
POLYVINYL ALCOHOL,P OPHTHALMICS,OTHER,SANDOZ,"$11,805 ","$20,111 ",,,,,
POLYVINYL ALCOHOL,P OPHTHALMICS,OTHER,STERIS LABORATORIE,$17 ,$13 ,$15 ,$21 ,,,
POLYVINYL ALCOHOL,P OPHTHALMICS,OTHER,TEVA PHARMACEUTICA,$721 ,$18 ,,,,,
POLYVINYL ALCOHOL,P OPHTHALMICS,OTHER,URL PHARMA,$3 ,,,,,,
POLYVINYL ALCOHOL!POVIDONE,P OPHTHALMICS,OTHER,ALLERGAN,"$2,213,992 ","$3,419,199 ","$3,552,643 ","$1,531,679 ","$1,506,681 ","$1,650,732 ","$437,337 "
POLYVINYL ALCOHOL!POVIDONE,P OPHTHALMICS,OTHER,PRESTIGE BRANDS,,,,,$250 ,"$1,006 ",$228 
POLYVINYL ALCOHOL!POVIDONE-IODINE,P OPHTHALMICS,OTHER,PRESTIGE BRANDS,"$25,104 ","$21,475 ","$6,686 ","$5,282 ","$1,096 ",,
POLYVINYL ALCOHOL!POVIDONE-IODINE,P OPHTHALMICS,OTHER,PRIVATE LABEL,"$6,246 ","$7,156 ","$8,102 ","$75,961 ","$50,619 ","$20,649 ","$6,114 "
POMALIDOMIDE,O ORALS,BRAND,CELGENE,,,,,"$125,908,891 ","$237,733,936 ","$73,013,306 "
POMEGRANATE,O ORALS,OTHER,NATURES BOUNTY,$553 ,"$2,132 ","$3,672 ","$3,497 ","$2,128 ",,
POMEGRANATE,O ORALS,OTHER,PRIVATE LABEL,"$46,660 ","$15,016 ",,,,,
PONATINIB,O ORALS,BRAND,ARIAD PHARMA,,,,,"$37,434,384 ","$26,254,429 ","$18,694,298 "
PONAZURIL,Y ALL OTHERS,GENERIC,MEDISCA INC,,,$407 ,,$953 ,,$139 
PORCINE FACTOR VIII,I INJECTABLES,BRANDED GENERIC,BAXTER BIOSCIENCE,,,,,,,"$468,249 "
PORFIMER,I INJECTABLES,BRAND,PINNACLE BIOLOGICS,"$1,518,559 ","$2,190,688 ","$5,432,740 ","$10,881,821 ","$10,390,306 ","$8,594,671 ","$2,836,961 "
POSACONAZOLE,I INJECTABLES,BRAND,SCHERING,,,,,,"$5,690,706 ","$3,436,750 "
POSACONAZOLE,O ORALS,BRAND,SCHERING,"$35,087,350 ","$53,498,504 ","$57,041,656 ","$73,852,187 ","$88,550,236 ","$152,658,628 ","$46,494,292 "
POTASSIUM,D DERMATOLOGICALS,GENERIC,GORDON LABS,$541 ,"$1,408 ","$1,511 ","$1,447 ",$641 ,$437 ,$88 
POTASSIUM,I INJECTABLES,GENERIC,BAXTER PHARM DIV,"$2,691,714 ","$361,862 ","$336,390 ","$394,397 ","$407,911 ","$394,520 ","$108,789 "
POTASSIUM,I INJECTABLES,GENERIC,HOSPIRA,,,,"$281,856 ","$608,190 ","$1,402,043 ","$559,962 "
POTASSIUM,I INJECTABLES,GENERIC,REPACKAGER,,,,,"$2,347 ","$5,941 ","$1,658 "
POTASSIUM,O ORALS,BRANDED GENERIC,ABBOTT PHARM PRODS,$121 ,,,,,,
POTASSIUM,O ORALS,BRANDED GENERIC,ABBVIE INC.,"$15,715,529 ","$22,569,018 ","$30,265,959 ","$24,570,710 ","$28,275,529 ","$26,085,339 ","$7,289,668 "
POTASSIUM,O ORALS,BRANDED GENERIC,ACTAVIS,$266 ,$253 ,,,,,
POTASSIUM,O ORALS,BRANDED GENERIC,BRISTOL-M SQ US PH,$513 ,$184 ,$103 ,,,,
POTASSIUM,O ORALS,BRANDED GENERIC,EPIC PHARMA,,"$946,168 ","$2,256,528 ","$73,858 ",$268 ,,
POTASSIUM,O ORALS,BRANDED GENERIC,FLEMING,"$2,706 ","$2,446 ","$11,412 ","$4,129 ","$4,627 ","$3,394 ",
POTASSIUM,O ORALS,BRANDED GENERIC,LUMARA HEALTH,"$65,670 ","$75,322 ","$323,888 ","$58,167 ","$17,972 ","$3,804 ",$667 
POTASSIUM,O ORALS,BRANDED GENERIC,MISSION,"$1,861,073 ","$7,769,681 ","$11,353,483 ","$10,365,953 ","$13,081,634 ","$7,605,732 ","$1,090,943 "
POTASSIUM,O ORALS,BRANDED GENERIC,NOMAX INC,"$45,181 ","$82,443 ","$117,393 ","$178,756 ","$280,149 ","$359,390 ","$97,941 "
POTASSIUM,O ORALS,BRANDED GENERIC,QUALITEST PRODUCTS,"$182,819 ","$291,223 ","$369,119 ","$386,386 ","$686,115 ","$839,469 ","$223,816 "
POTASSIUM,O ORALS,BRANDED GENERIC,SANDOZ,"$69,977,240 ","$169,236,278 ","$313,247,102 ","$274,489,256 ","$288,446,874 ","$267,251,163 ","$46,639,441 "
POTASSIUM,O ORALS,BRANDED GENERIC,SAVAGE LABS,"$116,525 ","$325,867 ",$402 ,$30 ,,,
POTASSIUM,O ORALS,BRANDED GENERIC,SCHERING,"$1,147 ",$18 ,$339 ,$34 ,,,
POTASSIUM,O ORALS,BRANDED GENERIC,UPSHER-SMITH,"$181,474 ","$280,577 ","$415,528 ","$463,144 ","$477,484 ","$419,754 ","$117,311 "
POTASSIUM,O ORALS,GENERIC,ACTAVIS,"$111,378,392 ","$181,586,927 ","$221,748,128 ","$181,726,278 ","$152,733,199 ","$119,100,511 ","$27,689,595 "
POTASSIUM,O ORALS,GENERIC,AMERICAN HLTH PKG,,"$498,048 ","$1,461,256 ","$1,099,197 ","$1,699,205 ","$2,583,681 ","$1,134,121 "
POTASSIUM,O ORALS,GENERIC,AMNEAL PHARM,,,,,"$23,952,754 ","$26,544,665 ","$4,124,500 "
POTASSIUM,O ORALS,GENERIC,A-S MEDICATION,"$22,662 ","$39,365 ","$105,214 ","$111,755 ","$209,433 ","$358,991 ","$83,776 "
POTASSIUM,O ORALS,GENERIC,AV KARE INC,,,,,"$7,811 ","$152,796 ","$44,432 "
POTASSIUM,O ORALS,GENERIC,BAJAMAR CHEMICAL,"$12,385 ","$10,419 ","$1,672 ",$219 ,$43 ,,
POTASSIUM,O ORALS,GENERIC,BIOCOMP PHARMA,,,,,,"$12,062,121 ","$2,318,636 "
POTASSIUM,O ORALS,GENERIC,BLUEPOINT LABS,,,,,,"$105,631 ","$3,835,052 "
POTASSIUM,O ORALS,GENERIC,CONTRACT PHARM,,$406 ,"$2,951 ","$1,262 ",,,
POTASSIUM,O ORALS,GENERIC,ETHEX CORP,"$403,216 ","$3,308 ","$1,528 ","$453,775 ","$329,774 ",,
POTASSIUM,O ORALS,GENERIC,HUMCO,"$9,596 ","$11,127 ","$10,440 ","$4,947 ","$5,859 ","$41,269 ","$18,590 "
POTASSIUM,O ORALS,GENERIC,LIBERTY PHARM,"$4,565 ","$3,248 ","$25,608 ","$12,109 ","$19,226 ","$11,942 ",$936 
POTASSIUM,O ORALS,GENERIC,MAJOR PHARM,"$179,516 ","$1,549,890 ","$2,243,075 ","$2,238,915 ","$2,393,368 ","$1,711,422 ","$603,257 "
POTASSIUM,O ORALS,GENERIC,MCKESSON PKG SERV,"$383,564 ","$2,252,404 ","$3,047,406 ","$2,074,539 ","$1,597,247 ","$1,938,082 ","$851,301 "
POTASSIUM,O ORALS,GENERIC,MED-HEALTH PHARMA,,,,"$3,940 ","$6,528 ","$10,502 ","$2,580 "
POTASSIUM,O ORALS,GENERIC,MFR NOT STATED,$509 ,"$1,375 ","$1,152 ",$575 ,$178 ,$707 ,$269 
POTASSIUM,O ORALS,GENERIC,MYLAN,,,,,,"$5,590,802 ","$6,451,384 "
POTASSIUM,O ORALS,GENERIC,PACK PHARMA,,,,,"$12,477 ","$4,685,725 ","$1,474,442 "
POTASSIUM,O ORALS,GENERIC,PADDOCK LABS INC,,,"$2,210,359 ","$16,562,386 ","$20,182,890 ","$15,272,242 ","$3,629,616 "
POTASSIUM,O ORALS,GENERIC,PAR PHARM,$9 ,,,,,"$516,860 ","$289,040 "
POTASSIUM,O ORALS,GENERIC,PD-RX PHARM,"$27,990 ","$94,551 ","$320,399 ","$358,102 ","$207,377 ","$143,271 ","$11,021 "
POTASSIUM,O ORALS,GENERIC,PHARMACEUT ASSOC,"$1,216,797 ","$1,886,875 ","$2,051,602 ","$1,482,419 ","$2,353,773 ","$3,456,046 ","$1,117,713 "
POTASSIUM,O ORALS,GENERIC,QUALITEST PRODUCTS,"$1,210,504 ","$3,133,657 ","$3,317,548 ","$5,828,384 ","$7,392,393 ","$25,852,072 ","$5,185,943 "
POTASSIUM,O ORALS,GENERIC,REPACKAGER,"$550,957 ","$604,273 ","$378,551 ","$359,529 ","$388,266 ","$496,598 ","$88,169 "
POTASSIUM,O ORALS,GENERIC,RISING PHARM,"$7,643,696 ","$7,514,374 ","$32,228 ",$201 ,,,
POTASSIUM,O ORALS,GENERIC,SANDOZ,"$23,386,037 ","$78,355,072 ","$149,337,815 ","$140,003,577 ","$129,906,770 ","$115,262,554 ","$27,795,918 "
POTASSIUM,O ORALS,GENERIC,SCHERING,"$6,357,860 ","$17,213,426 ","$16,015,618 ","$1,004,528 ","$3,282 ",$165 ,$140 
POTASSIUM,O ORALS,GENERIC,TEVA PHARMACEUTICA,"$2,296,679 ","$19,015 ",,,,,
POTASSIUM,O ORALS,GENERIC,TOWER LABORATORIES,"$33,161 ","$61,371 ","$39,403 ",$293 ,,,
POTASSIUM,O ORALS,GENERIC,UPSHER-SMITH,"$4,459,057 ","$15,478,357 ","$56,218,153 ","$63,121,170 ","$77,067,699 ","$108,157,580 ","$19,076,153 "
POTASSIUM,O ORALS,GENERIC,VIRTUS PHARMA,,,,,"$308,678 ","$8,125,281 ","$2,323,081 "
POTASSIUM,O ORALS,GENERIC,WARRICK PHARM,$136 ,,,,,,
POTASSIUM,O ORALS,GENERIC,ZYDUS PHARM,,,"$40,814,641 ","$66,714,977 ","$61,680,675 ","$63,336,936 ","$20,032,590 "
POTASSIUM,O ORALS,OTHER,ANBEX INC,"$1,109,194 ","$996,569 ","$1,566,099 ","$667,622 ","$12,636 ","$508,210 ","$8,848 "
POTASSIUM,O ORALS,OTHER,BASIC DRUGS INC,,,,,"$1,047 ","$5,428 ","$1,056 "
POTASSIUM,O ORALS,OTHER,MAGNO HUMPHRIES,$345 ,$279 ,$350 ,$391 ,$723 ,$917 ,$116 
POTASSIUM,O ORALS,OTHER,MAJOR PHARM,"$2,095 ","$2,492 ","$3,212 ","$2,725 ",,,
POTASSIUM,O ORALS,OTHER,NATURES BOUNTY,,,,,"$1,847 ","$13,253 ","$5,543 "
POTASSIUM,O ORALS,OTHER,PHARMASSURE,"$71,109 ","$101,446 ","$88,604 ","$105,719 ","$106,284 ","$94,681 ","$14,348 "
POTASSIUM,O ORALS,OTHER,PHARMAVITE,"$974,964 ","$1,491,121 ","$1,459,251 ","$1,787,709 ","$1,568,108 ","$1,644,988 ","$407,564 "
POTASSIUM,O ORALS,OTHER,PRIVATE LABEL,"$1,835,150 ","$2,915,973 ","$2,597,277 ","$1,651,373 ","$2,236,595 ","$2,778,406 ","$338,819 "
POTASSIUM,O ORALS,OTHER,SUNDOWN VITAMINS,"$99,011 ","$139,012 ","$175,158 ","$204,511 ","$232,950 ","$384,122 ","$150,573 "
POTASSIUM,O ORALS,OTHER,WINDMILL NAT VIT,,,,,$226 ,"$1,776 ",$508 
POTASSIUM,Y ALL OTHERS,GENERIC,A-A SPECTRUM,"$3,441 ","$5,000 ","$1,308 ","$1,518 ",$746 ,$473 ,$317 
POTASSIUM,Y ALL OTHERS,GENERIC,FAGRON,,,,,"$2,173 ","$4,088 ","$1,370 "
POTASSIUM,Y ALL OTHERS,GENERIC,LETCO MED,"$8,552 ","$21,768 ","$23,681 ","$28,452 ","$21,277 ","$25,631 ","$18,443 "
