Molecule,Form,Type,Product,Strength,2009_Sales,2010_Sales,2011_Sales,2012_Sales,2013_Sales,2014_Sales,2015_Sales
MULTIVITAMINS & MINERALS!SODIUM,O ORALS,GENERIC,MULTVIT/FL,0.5MG,"$38,826 ","$200,181 ","$173,888 ","$2,029 ",,,
MULTIVITAMINS & MINERALS!SODIUM,O ORALS,GENERIC,MULTVIT/FL,0.5MG/ML,,,,,,"$88,900 ","$70,812 "
MULTIVITAMINS & MINERALS!SODIUM,O ORALS,GENERIC,MULTVIT/FL,1MG,"$39,618 ","$184,942 ","$146,756 ","$3,318 ",$161 ,,
MULTIVITAMINS!SODIUM,O ORALS,BRANDED GENERIC,MVC-FLUORIDE,0.25MG,,"$28,670 ","$187,463 ","$111,401 ","$72,742 ","$65,640 ","$13,936 "
MULTIVITAMINS!SODIUM,O ORALS,BRANDED GENERIC,MVC-FLUORIDE,0.5MG,,"$139,891 ","$586,308 ","$362,299 ","$225,797 ","$141,149 ","$29,988 "
MULTIVITAMINS!SODIUM,O ORALS,BRANDED GENERIC,MVC-FLUORIDE,1MG,,"$168,699 ","$479,998 ","$270,946 ","$181,775 ","$133,536 ","$26,590 "
MULTIVITAMINS!SODIUM,O ORALS,BRANDED GENERIC,RE MULTIVIT-FLUORIDE,0.25MG,"$135,087 ","$224,935 ","$41,728 ",,,,
MULTIVITAMINS!SODIUM,O ORALS,BRANDED GENERIC,RE MULTIVIT-FLUORIDE,0.5MG,"$319,131 ","$442,957 ","$62,690 ","$1,755 ",,,
MULTIVITAMINS!SODIUM,O ORALS,BRANDED GENERIC,RE MULTIVIT-FLUORIDE,1MG,"$260,051 ","$341,860 ","$71,745 ","$1,599 ",,,
MULTIVITAMINS!SODIUM,O ORALS,GENERIC,MULTVIT/FL,0.25MG,"$19,854 ","$8,314 ",,,"$165,144 ","$426,684 ","$102,732 "
MULTIVITAMINS!SODIUM,O ORALS,GENERIC,MULTVIT/FL,0.5MG,"$43,173 ","$32,404 ",$801 ,$32 ,"$310,556 ","$759,627 ","$172,927 "
MULTIVITAMINS!SODIUM,O ORALS,GENERIC,MULTVIT/FL,1MG,"$59,661 ","$24,308 ",$849 ,,"$267,996 ","$615,585 ","$139,229 "
MUPIROCIN,D DERMATOLOGICALS,BRANDED GENERIC,CENTANY,2%,"$405,541 ","$1,209,904 ","$1,102,693 ","$1,025,601 ","$596,561 ","$372,420 ","$62,048 "
MUPIROCIN,D DERMATOLOGICALS,BRAND,BACTROBAN,2%,"$38,574,946 ","$71,698,280 ","$64,932,419 ","$58,244,099 ","$11,342,888 ","$4,735,651 ","$2,331,332 "
MUPIROCIN,N NASAL,BRAND,BACTROBAN NASAL,2%,"$13,984,880 ","$30,785,763 ","$31,992,625 ","$31,505,707 ","$33,457,712 ","$26,530,677 ","$6,972,537 "
MUPIROCIN,D DERMATOLOGICALS,GENERIC,MUPIROCIN,2%,"$28,057,084 ","$57,170,240 ","$74,120,394 ","$72,024,357 ","$65,876,175 ","$76,581,014 ","$16,878,459 "
MUPIROCIN,D DERMATOLOGICALS,GENERIC,MUPIROCIN CA,2%,,,,,"$49,192,985 ","$39,075,426 ","$3,127,175 "
MUPIROCIN,T OTHER TOPICALS,GENERIC,CENTANY AT,2%,,"$2,769 ","$460,227 ","$353,090 ","$311,922 ","$168,212 ","$31,850 "
MUPIROCIN,Y ALL OTHERS,GENERIC,MUPIROCIN,100%,,,$804 ,$526 ,"$4,647 ","$11,732 ","$18,210 "
MUROMONAB-CD3,I INJECTABLES,BRAND,ORTHOCLONE OKT-3,5MG/5ML,"$2,379,494 ","$2,587,296 ","$406,546 ",,,,
MYCOPHENOLATE MOFETIL,O ORALS,GENERIC,MYCOPHENOLATE MOF,250MG,"$11,283,798 ","$23,838,989 ","$27,121,186 ","$26,786,885 ","$26,990,531 ","$26,929,249 ","$6,789,811 "
MYCOPHENOLATE MOFETIL,O ORALS,GENERIC,MYCOPHENOLATE MOF,500MG,"$28,157,054 ","$59,502,218 ","$65,422,090 ","$57,145,537 ","$64,345,117 ","$71,188,564 ","$17,484,273 "
MYCOPHENOLATE MOFETIL,I INJECTABLES,BRAND,CELLCEPT,500MG,"$4,863,934 ","$17,989,364 ","$25,054,700 ","$29,267,191 ","$32,219,528 ","$34,317,258 ","$9,487,465 "
MYCOPHENOLATE MOFETIL,O ORALS,BRAND,CELLCEPT,200MG/ML,"$10,666,009 ","$26,297,151 ","$31,636,054 ","$36,959,984 ","$42,965,704 ","$48,148,954 ","$6,981,526 "
MYCOPHENOLATE MOFETIL,O ORALS,BRAND,CELLCEPT,250MG,"$91,631,548 ","$126,058,123 ","$94,672,023 ","$72,112,146 ","$62,339,631 ","$55,013,165 ","$12,591,033 "
MYCOPHENOLATE MOFETIL,O ORALS,BRAND,CELLCEPT,500MG,"$130,792,173 ","$175,058,856 ","$122,388,077 ","$89,532,187 ","$77,127,266 ","$74,510,042 ","$17,211,460 "
MYCOPHENOLATE MOFETIL,O ORALS,GENERIC,MYCOPHENOLATE MOF,200MG/ML,,,,,,"$2,291,571 ","$5,028,357 "
MYCOPHENOLIC ACID,O ORALS,BRAND,MYFORTIC,180MG,"$20,936,739 ","$57,480,004 ","$73,651,860 ","$87,200,289 ","$103,438,398 ","$66,374,774 ","$13,160,677 "
MYCOPHENOLIC ACID,O ORALS,BRAND,MYFORTIC,360MG,"$58,120,318 ","$139,951,883 ","$166,135,226 ","$187,722,155 ","$216,725,687 ","$119,082,391 ","$23,932,301 "
MYCOPHENOLIC ACID,O ORALS,GENERIC,MYCOPHENOLIC ACID,180MG,,,,,,"$39,829,924 ","$10,811,497 "
MYCOPHENOLIC ACID,O ORALS,GENERIC,MYCOPHENOLIC ACID,360MG,,,,,,"$92,056,450 ","$25,495,223 "
MYRRH,Y ALL OTHERS,OTHER,MYRRH,N/A,"$2,043 ","$3,408 ","$4,376 ","$1,421 ","$4,097 ","$1,376 ",
MYRTILLUS,O ORALS,OTHER,BILBERRY,25-40MG,"$1,932 ","$3,697 ","$2,962 ","$3,561 ","$1,234 ",,
MYRTILLUS,O ORALS,OTHER,BILBERRY,40MG,"$1,854 ","$4,190 ",$111 ,,,,
MYRTILLUS,O ORALS,OTHER,BILBERRY,500MG,"$42,968 ","$46,960 ","$49,656 ","$55,585 ","$42,656 ","$41,080 ",$433 
MYRTILLUS,O ORALS,OTHER,BILBERRY,STR UNSP,"$218,568 ","$364,082 ","$349,892 ","$88,753 ","$3,208 ","$3,758 ",$119 
N6-FURFURYLADENINE,D DERMATOLOGICALS,OTHER,KINERASE,0.10%,"$143,722 ","$237,003 ","$171,162 ","$101,450 ","$2,476 ",$651 ,$102 
N6-FURFURYLADENINE,D DERMATOLOGICALS,OTHER,KINERASE,0.13%,"$2,841 ","$3,891 ","$1,291 ",$522 ,$386 ,,
NABILONE,O ORALS,BRAND,CESAMET,1MG,"$134,125 ","$857,998 ","$1,124,797 ","$1,054,133 ","$920,504 ","$1,055,948 ","$225,734 "
NABUMETONE,O ORALS,BRAND,RELAFEN,500MG,,$96 ,,,,,
NABUMETONE,O ORALS,GENERIC,NABUMETONE,500MG,"$16,952,496 ","$32,372,334 ","$24,304,441 ","$20,159,007 ","$18,506,988 ","$17,298,694 ","$3,653,943 "
NABUMETONE,O ORALS,GENERIC,NABUMETONE,750MG,"$17,379,756 ","$33,188,096 ","$28,141,757 ","$20,989,699 ","$18,775,736 ","$16,651,455 ","$3,627,489 "
NABUMETONE,Y ALL OTHERS,GENERIC,NABUMETONE,100%,,,,,,,$681 
NADIDE,Y ALL OTHERS,GENERIC,NADH,100%,,,,,,$328 ,
NADOLOL,O ORALS,BRAND,CORGARD,20MG,"$732,672 ","$1,337,987 ","$1,078,441 ","$1,327,735 ","$1,167,893 ","$1,075,694 ","$259,990 "
NADOLOL,O ORALS,BRAND,CORGARD,40MG,"$1,141,168 ","$2,164,272 ","$1,733,968 ","$1,862,012 ","$1,707,002 ","$1,479,657 ","$380,729 "
NADOLOL,O ORALS,GENERIC,NADOLOL,20MG,"$2,001,460 ","$4,135,041 ","$3,768,298 ","$10,124,888 ","$55,559,977 ","$65,458,040 ","$16,534,283 "
NADOLOL,O ORALS,BRAND,CORGARD,80MG,"$617,218 ","$1,177,320 ","$974,193 ","$1,004,596 ","$766,081 ","$723,619 ","$171,980 "
NADOLOL,O ORALS,GENERIC,NADOLOL,40MG,"$4,212,014 ","$7,352,632 ","$6,577,254 ","$12,384,258 ","$66,370,916 ","$74,317,487 ","$17,467,257 "
NADOLOL,O ORALS,GENERIC,NADOLOL,80MG,"$2,225,065 ","$4,741,250 ","$3,872,251 ","$4,885,413 ","$30,013,354 ","$33,986,102 ","$7,925,464 "
NAFARELIN,S OTHER SYSTEMICS,BRAND,SYNAREL,2MG/ML,"$1,632,380 ","$2,410,922 ","$2,276,979 ","$2,268,068 ","$2,673,282 ","$2,689,076 ","$655,782 "
NAFCILLIN,I INJECTABLES,BRANDED GENERIC,NAFCIL,10GM,"$534,388 ","$550,601 ",,,,,
NAFCILLIN,I INJECTABLES,BRANDED GENERIC,NAFCIL,1GM,"$99,723 ","$143,308 ",$372 ,,,,
NAFCILLIN,I INJECTABLES,BRANDED GENERIC,NAFCIL,2GM,"$1,147,284 ","$1,998,143 ","$818,799 ","$877,264 ","$606,946 ","$295,266 ","$3,720 "
NAFCILLIN,I INJECTABLES,BRANDED GENERIC,NALLPEN IN D5W,2GM/100ML,"$604,569 ","$1,274,247 ","$923,775 ","$834,503 ","$628,171 ","$98,793 ","$70,038 "
NAFCILLIN,I INJECTABLES,BRANDED GENERIC,NALLPEN/D2.4W,1GM/50ML,"$54,727 ","$139,868 ","$166,786 ","$180,229 ","$73,705 ","$3,396 ","$9,902 "
NAFCILLIN,I INJECTABLES,BRANDED GENERIC,NALLPEN/D2.4W,2GM/100ML,"$17,951 ","$174,777 ","$134,850 ","$155,095 ",,,
NAFCILLIN,I INJECTABLES,GENERIC,NAFCILLIN SOD,10GM,"$12,004,049 ","$24,186,441 ","$29,211,380 ","$27,332,117 ","$24,261,601 ","$22,659,585 ","$4,941,391 "
NAFCILLIN,I INJECTABLES,GENERIC,NAFCILLIN SOD,1GM,"$1,342,354 ","$3,007,313 ","$2,973,884 ","$2,449,966 ","$2,057,205 ","$2,157,047 ","$530,223 "
NAFCILLIN,I INJECTABLES,GENERIC,NAFCILLIN SOD,2GM,"$11,790,410 ","$27,599,647 ","$28,305,803 ","$27,979,400 ","$26,003,788 ","$28,022,916 ","$5,697,240 "
NAFTIFINE,D DERMATOLOGICALS,BRAND,NAFTIN,1%,"$27,935,630 ","$61,663,917 ","$86,162,525 ","$66,179,942 ","$37,900,130 ","$25,472,241 ","$4,201,762 "
NAFTIFINE,D DERMATOLOGICALS,BRAND,NAFTIN,2%,,,,"$24,941,059 ","$36,831,384 ","$48,720,148 ","$12,313,868 "
NALBUPHINE,I INJECTABLES,GENERIC,NALBUPHINE HCL,10MG/ML,"$1,967,577 ","$3,667,126 ","$3,737,888 ","$3,548,029 ","$2,057,122 ","$3,882,748 ","$999,715 "
NALBUPHINE,I INJECTABLES,GENERIC,NALBUPHINE HCL,20MG/ML,"$2,072,363 ","$3,867,891 ","$2,894,953 ","$3,437,424 ","$3,806,793 ","$5,506,334 ","$1,239,019 "
NALBUPHINE,Y ALL OTHERS,GENERIC,NALBUPHINE HCL,N/A,,,"$5,297 ","$49,733 ","$92,194 ","$55,651 ","$7,035 "
NALOXEGOL,O ORALS,BRAND,MOVANTIK,12.5MG,,,,,,,"$5,458 "
NALOXEGOL,O ORALS,BRAND,MOVANTIK,25MG,,,,,,,"$39,630 "
NALOXONE,I INJECTABLES,BRANDED GENERIC,EVZIO,0.4MG/0.4ML,,,,,,"$765,284 ","$726,560 "
NALOXONE,I INJECTABLES,GENERIC,NALOXONE HCL,0.4MG/ML,"$2,638,233 ","$6,429,906 ","$8,833,782 ","$19,095,167 ","$15,205,988 ","$31,417,529 ","$7,569,374 "
NALOXONE,I INJECTABLES,GENERIC,NALOXONE HCL,1MG/ML,"$867,966 ","$2,182,779 ","$1,856,445 ","$2,863,898 ","$1,652,832 ","$1,662,299 ","$510,025 "
NALOXONE,I INJECTABLES,GENERIC,NALOXONE HCL,2MG/2ML,"$2,783,417 ","$7,324,128 ","$6,924,632 ","$8,703,040 ","$7,793,261 ","$14,547,669 ","$5,989,155 "
NALOXONE,I INJECTABLES,GENERIC,NALOXONE HCL,4MG/10ML,"$1,901,335 ","$4,348,915 ","$3,578,601 ","$7,998,810 ","$9,084,449 ","$9,629,092 ","$2,203,421 "
NALOXONE,I INJECTABLES,GENERIC,NALOXONE HCL C-JECT,0.4MG/ML,"$43,384 ","$66,296 ","$128,774 ","$1,426,429 ","$1,253,794 ","$2,230,718 ","$483,314 "
NALOXONE,Y ALL OTHERS,GENERIC,NALOXONE HCL,100%,,,,,,,"$3,706 "
NALOXONE!PENTAZOCINE,O ORALS,BRAND,TALWIN NX,50-0.5MG,"$1,022 ",$93 ,$279 ,,,,
NALOXONE!PENTAZOCINE,O ORALS,GENERIC,PENTAZOCINE/NALOXO,50-0.5MG,"$6,196,122 ","$12,229,891 ","$14,667,834 ","$12,120,812 ","$9,551,747 ","$11,376,978 ","$3,763,278 "
NALTREXONE,S OTHER SYSTEMICS,BRANDED GENERIC,VIVITROL,380MG,"$10,555,687 ","$26,216,256 ","$42,046,449 ","$58,373,252 ","$78,650,196 ","$111,304,896 ","$37,360,440 "
NALTREXONE,O ORALS,BRAND,REVIA,50MG,"$94,969 ","$212,327 ","$161,384 ","$32,824 ","$63,372 ","$32,338 ",
NALTREXONE,O ORALS,GENERIC,NALTREXONE HCL,50MG,"$6,623,226 ","$13,787,399 ","$15,124,058 ","$15,249,735 ","$15,573,086 ","$14,935,745 ","$3,993,058 "
NALTREXONE,Y ALL OTHERS,GENERIC,NALTREXONE HCL,100%,"$42,752 ","$120,981 ","$146,228 ","$150,059 ","$207,260 ","$246,216 ","$81,545 "
NALTREXONE,Y ALL OTHERS,GENERIC,NALTREXONE HCL,N/A,,,,,"$14,089 ","$19,393 ","$15,057 "
NANDROLONE,Y ALL OTHERS,GENERIC,NANDROLONE DECAN,100%,"$264,964 ","$513,840 ","$75,557 ","$13,196 ","$699,584 ","$705,323 ","$84,472 "
NAPHAZOLINE,N NASAL,OTHER,PRIVINE,0.05%,"$70,402 ","$134,861 ","$97,880 ","$83,215 ","$46,736 ",$263 ,
NAPHAZOLINE,P OPHTHALMICS,BRANDED GENERIC,AK-CON,0.10%,"$116,694 ","$254,073 ","$269,560 ","$171,905 ","$312,334 ","$347,160 ","$94,872 "
NAPHAZOLINE,P OPHTHALMICS,OTHER,ALLERGY DROPS,0.01%,"$2,459 ","$8,510 ","$9,698 ","$9,280 ","$10,270 ","$8,200 ","$116,112 "
NAPHAZOLINE,P OPHTHALMICS,OTHER,ALLERGY DROPS,MAX STR,"$585,060 ","$1,183,220 ","$1,073,448 ","$1,210,834 ","$1,329,135 ","$1,237,745 ","$194,451 "
NAPHAZOLINE,P OPHTHALMICS,OTHER,CLEAR EYES,0.01%,"$3,010,129 ","$6,319,047 ","$5,596,517 ","$5,621,107 ","$6,199,919 ","$5,731,362 ","$1,611,914 "
NAPHAZOLINE,P OPHTHALMICS,OTHER,NAPHAZOLINE HCL,0.01%,"$2,338 ","$9,424 ","$1,039,152 ","$1,517,141 ","$1,165,995 ","$1,127,939 ","$296,717 "
NAPHAZOLINE,P OPHTHALMICS,OTHER,NAPHAZOLINE HCL,0.03%,,,,,"$58,040 ","$662,679 ","$170,627 "
NAPHAZOLINE,P OPHTHALMICS,GENERIC,NAPHAZOLINE HCL,0.10%,"$1,495 ","$2,030 ","$1,305 ","$3,397 ","$4,940 ",$419 ,$102 
NAPHAZOLINE!PHENIRAMINE,P OPHTHALMICS,BRANDED GENERIC,OPCON-A (RX),0.027-0.315%,"$886,347 ","$1,792,867 ","$1,697,751 ","$1,730,355 ","$1,781,235 ","$1,655,221 ","$579,427 "
NAPHAZOLINE!PHENIRAMINE,P OPHTHALMICS,OTHER,NAPHAZOLINE/PHNR,0.025-0.3%,"$155,053 ","$233,737 ","$547,781 ","$861,733 ","$981,560 ","$892,613 ","$316,620 "
NAPHAZOLINE!PHENIRAMINE,P OPHTHALMICS,OTHER,NAPHCON-A,0.025%-0.3%,"$3,430,287 ","$8,676,600 ","$8,333,042 ","$7,858,608 ","$7,818,734 ","$7,317,705 ","$2,120,234 "
NAPHAZOLINE!PHENIRAMINE,P OPHTHALMICS,OTHER,OPCON-A (OTC),0.027-0.315%,"$2,288,117 ","$5,432,155 ","$5,261,909 ","$5,191,623 ","$5,684,666 ","$5,906,352 ","$1,405,558 "
NAPHAZOLINE!PHENIRAMINE,P OPHTHALMICS,OTHER,VISINE-A,0.025-0.3%,"$1,931,968 ","$4,919,655 ","$4,811,195 ","$4,438,953 ","$5,178,290 ","$4,710,393 ","$1,410,003 "
NAPHAZOLINE!PHENYLEPHRINE!PYRILAMINE,N NASAL,OTHER,4-WAY,N/A,"$3,933,712 ","$7,844,865 ","$6,928,248 ","$1,108,910 ",,"$246,524 ","$201,909 "
NAPHAZOLINE!POLYETHYLENE GLYCOL,P OPHTHALMICS,OTHER,NAPHAZOLINE/PEG,0.012-0.2%,"$50,650 ","$169,232 ","$120,698 ","$147,958 ","$153,988 ","$162,446 ","$36,652 "
NAPHAZOLINE!POLYSORBATE 80,P OPHTHALMICS,OTHER,ROHTO V,N/A,"$987,836 ","$2,255,148 ","$2,400,090 ","$2,471,862 ","$2,816,067 ","$2,695,455 ","$833,336 "
NAPHAZOLINE!ZINC,P OPHTHALMICS,OTHER,CLEAR EYES ACR,0.01%,"$1,096,334 ","$2,590,604 ","$2,206,221 ","$2,383,471 ","$1,650,381 ","$1,335,426 ","$235,572 "
NAPROXEN,O ORALS,BRANDED GENERIC,NAPRELAN,375MG,"$7,204,561 ","$11,423,203 ","$8,348,803 ","$6,957,532 ","$6,128,882 ","$5,681,488 ","$857,949 "
NAPROXEN,O ORALS,BRANDED GENERIC,NAPRELAN,500-750MG,"$133,499 ","$125,284 ","$57,273 ",$728 ,,,
NAPROXEN,O ORALS,BRANDED GENERIC,NAPRELAN,500MG,"$10,329,678 ","$29,758,705 ","$28,446,028 ","$29,883,718 ","$28,178,857 ","$29,405,895 ","$4,830,265 "
NAPROXEN,O ORALS,BRANDED GENERIC,NAPRELAN,750MG,"$10,433,879 ","$30,648,582 ","$28,772,389 ","$20,507,917 ","$24,729,437 ","$20,675,259 ","$3,566,726 "
NAPROXEN,O ORALS,OTHER,ALEVE,220MG,"$48,802,709 ","$96,781,199 ","$93,078,308 ","$104,166,103 ","$106,740,815 ","$106,544,002 ","$28,912,358 "
NAPROXEN,O ORALS,OTHER,ALEVE ARTHRITIS,220MG,"$6,075,528 ","$18,174,245 ","$20,895,136 ","$23,312,451 ","$24,927,004 ","$28,611,245 ","$9,196,394 "
NAPROXEN,O ORALS,OTHER,FLANAX PAIN RLF,220MG,,,,,"$193,556 ","$485,512 ","$88,387 "
NAPROXEN,O ORALS,OTHER,MEDIPROXEN,220MG,"$19,455 ","$53,382 ","$65,908 ","$85,108 ","$92,078 ","$111,715 ","$23,389 "
NAPROXEN,O ORALS,OTHER,MIDOL EXT RELIEF,220MG,"$791,522 ","$1,651,199 ","$202,570 ","$1,748,621 ","$3,069,364 ","$1,900,190 ",$307 
NAPROXEN,O ORALS,OTHER,NAPROXEN SOD,220MG,"$10,046,753 ","$18,996,278 ","$18,952,146 ","$13,821,720 ","$15,537,283 ","$16,904,271 ","$4,570,871 "
NAPROXEN,O ORALS,OTHER,NAPROXEN SOD (OTC),220MG,"$378,940 ","$979,202 ","$956,045 ","$881,647 ","$812,340 ","$358,399 ","$336,379 "
NAPROXEN,O ORALS,OTHER,PAMPRIN ALL DAY,220MG,"$15,509 ","$1,987 ",,,,,
NAPROXEN,O ORALS,BRAND,ANAPROX,275MG,"$103,827 ","$114,225 ","$89,510 ","$58,465 ","$49,418 ","$42,229 ","$15,155 "
NAPROXEN,O ORALS,BRAND,ANAPROX DS,550MG,"$755,864 ","$1,184,609 ","$974,920 ","$888,748 ","$785,779 ","$761,013 ","$167,455 "
NAPROXEN,O ORALS,BRAND,EC-NAPROSYN,375MG,"$16,584 ","$44,104 ","$137,559 ","$40,708 ","$29,956 ","$35,355 ","$1,820 "
NAPROXEN,O ORALS,BRAND,EC-NAPROSYN,500MG,"$148,459 ","$877,661 ","$1,334,360 ","$274,135 ","$208,732 ","$497,441 ","$64,404 "
NAPROXEN,O ORALS,BRAND,NAPROSYN,125MG/5ML,"$17,915 ","$37,595 ","$29,269 ","$26,058 ","$181,427 ","$5,470 ",$80 
NAPROXEN,O ORALS,BRAND,NAPROSYN,250MG,"$13,508 ","$167,481 ","$161,114 ","$20,357 ","$19,021 ","$13,815 ","$3,483 "
NAPROXEN,O ORALS,BRAND,NAPROSYN,375MG,"$82,154 ","$192,090 ","$151,058 ","$133,507 ","$108,405 ","$94,212 ","$15,456 "
NAPROXEN,O ORALS,BRAND,NAPROSYN,500MG,"$736,095 ","$1,442,867 ","$1,237,118 ","$1,138,724 ","$973,030 ","$840,361 ","$274,283 "
NAPROXEN,O ORALS,GENERIC,NAPROXEN,125MG/5ML,"$797,333 ","$1,634,563 ","$1,698,299 ","$1,887,036 ","$1,342,275 ","$2,319,401 ","$677,965 "
NAPROXEN,O ORALS,GENERIC,NAPROXEN,250MG,"$834,324 ","$1,780,426 ","$2,183,713 ","$1,713,511 ","$1,614,667 ","$1,445,820 ","$453,368 "
NAPROXEN,O ORALS,GENERIC,NAPROXEN,375MG,"$2,030,477 ","$4,480,933 ","$4,799,592 ","$4,567,987 ","$3,970,482 ","$3,533,043 ","$1,119,091 "
NAPROXEN,O ORALS,GENERIC,NAPROXEN,500MG,"$12,009,964 ","$24,001,780 ","$33,460,921 ","$40,640,383 ","$39,197,102 ","$36,967,312 ","$9,689,754 "
NAPROXEN,O ORALS,GENERIC,NAPROXEN CR,500MG,,,,,,,"$416,032 "
NAPROXEN,O ORALS,GENERIC,NAPROXEN DELAY-REL,375MG,"$71,539 ","$180,435 ","$80,638 ","$96,640 ","$120,919 ","$299,616 ","$73,047 "
NAPROXEN,O ORALS,GENERIC,NAPROXEN DELAY-REL,500MG,"$2,369,785 ","$5,107,275 ","$5,583,141 ","$5,445,769 ","$5,049,854 ","$5,172,395 ","$1,763,720 "
NAPROXEN,O ORALS,GENERIC,NAPROXEN SOD,275MG,$515 ,$755 ,$121 ,$126 ,,,
NAPROXEN,O ORALS,GENERIC,NAPROXEN SOD,550MG,"$2,764 ","$5,388 ","$3,870 ","$4,092 ","$6,705 ","$4,626 ",
NAPROXEN,O ORALS,GENERIC,NAPROXEN SOD (OTC),220MG,"$98,580 ","$19,270 ",$37 ,,,,
NAPROXEN,O ORALS,GENERIC,NAPROXEN SOD (RX),275MG,"$323,538 ","$543,508 ","$488,639 ","$440,344 ","$411,793 ","$365,601 ","$101,185 "
NAPROXEN,O ORALS,GENERIC,NAPROXEN SOD (RX),550MG,"$4,409,851 ","$9,452,815 ","$9,923,123 ","$9,834,675 ","$6,261,844 ","$5,106,776 ","$1,853,655 "
NAPROXEN,O ORALS,GENERIC,NAPROXEN SOD ER,500MG,"$6,378 ",$73 ,,,,,"$82,337 "
NAPROXEN,Y ALL OTHERS,GENERIC,NAPROXEN,N/A,,,$173 ,,"$1,180 ",$66 ,
NAPROXEN,Y ALL OTHERS,GENERIC,NAPROXEN SOD,N/A,,,,,"$6,378 ",,
NAPROXEN!PSEUDOEPHEDRINE,O ORALS,OTHER,ALEVE COLD & SINUS,220-120MG,"$1,962,012 ","$4,824,510 ","$5,874,962 ","$5,140,517 ","$4,612,641 ","$3,524,550 ","$1,112,906 "
NAPROXEN!PSEUDOEPHEDRINE,O ORALS,OTHER,ALEVE SINUS & HEADACHE,220-120MG,"$943,392 ","$1,843,507 ","$2,138,364 ","$1,655,623 ","$1,380,845 ","$1,269,428 ","$297,914 "
NAPROXEN!PSEUDOEPHEDRINE,O ORALS,OTHER,ALEVE-D,220-120MG,"$666,598 ","$2,825,833 ","$4,071,210 ","$4,053,277 ","$3,821,292 ","$3,623,758 ","$1,041,538 "
NAPROXEN!PSEUDOEPHEDRINE,O ORALS,OTHER,NAPROXEN SOD/PSE,220-120MG,,,,,"$238,377 ","$1,019,355 ","$138,918 "
NAPROXEN!PSEUDOEPHEDRINE,O ORALS,OTHER,SUDAFED SNS/PN 12 HR,220-120MG,"$884,890 ","$1,446,556 ","$2,556,484 ","$2,597,525 ","$2,240,297 ","$2,545,954 ","$837,632 "
NAPROXEN!SUMATRIPTAN,O ORALS,BRAND,TREXIMET,85-500MG,"$59,844,241 ","$118,822,110 ","$115,326,524 ","$101,866,526 ","$95,802,600 ","$100,597,650 ","$29,014,568 "
NARATRIPTAN,O ORALS,BRAND,AMERGE,1MG,"$952,189 ","$1,060,252 ","$184,232 ","$71,917 ","$71,487 ","$42,025 ","$10,097 "
NARATRIPTAN,O ORALS,BRAND,AMERGE,2.5MG,"$29,365,142 ","$33,651,823 ","$7,068,346 ","$4,084,408 ","$3,437,760 ","$3,090,783 ","$807,865 "
NARATRIPTAN,O ORALS,GENERIC,NARATRIPTAN HCL,1MG,,"$227,617 ","$661,050 ","$870,009 ","$865,668 ","$671,520 ","$152,124 "
NARATRIPTAN,O ORALS,GENERIC,NARATRIPTAN HCL,2.5MG,,"$6,071,356 ","$13,371,440 ","$12,679,485 ","$14,249,220 ","$10,346,240 ","$3,511,137 "
NASAL DECONGESTANTS,N NASAL,OTHER,DECONGESTANT INHALER,50MG,"$142,373 ","$170,486 ","$140,241 ","$174,484 ","$247,203 ","$387,869 ","$115,062 "
NASAL DECONGESTANTS,N NASAL,OTHER,ENTSOL,N/A,"$293,755 ","$247,806 ","$253,098 ","$173,112 ","$163,814 ","$75,738 ",
NASAL DECONGESTANTS,N NASAL,OTHER,NASAL DECONGESTANT,N/A,"$364,894 ","$818,865 ","$851,862 ","$800,060 ","$399,890 ","$29,955 ","$10,647 "
NASAL DECONGESTANTS,N NASAL,OTHER,NASAL SPRAY,STR UNSP,"$43,106 ","$85,896 ","$85,224 ","$60,794 ","$63,067 ","$61,636 ","$18,298 "
NASAL DECONGESTANTS,O ORALS,OTHER,NASAL DECONGESTANT,N/A,"$68,661 ","$271,862 ","$275,382 ","$31,819 ","$26,553 ",,
NATALIZUMAB,I INJECTABLES,BRAND,TYSABRI,300MG/15ML,"$137,337,137 ","$295,383,402 ","$360,594,102 ","$420,648,416 ","$933,798,711 ","$1,444,793,690 ","$439,987,804 "
NATAMYCIN,P OPHTHALMICS,BRAND,NATACYN,5%,"$427,821 ","$785,927 ","$977,136 ","$994,441 ","$1,201,041 ","$1,259,269 ","$345,101 "
NATEGLINIDE,O ORALS,BRAND,STARLIX,120MG,"$30,090,187 ","$23,654,768 ","$8,300,324 ","$3,630,558 ","$2,735,914 ","$2,123,974 ","$487,783 "
NATEGLINIDE,O ORALS,BRAND,STARLIX,60MG,"$7,586,509 ","$6,415,806 ","$2,282,463 ","$1,030,448 ","$796,536 ","$632,828 ","$149,831 "
NATEGLINIDE,O ORALS,GENERIC,NATEGLINIDE,120MG,"$11,800,662 ","$38,374,194 ","$38,855,979 ","$34,266,415 ","$30,726,487 ","$26,208,600 ","$6,504,529 "
NATEGLINIDE,O ORALS,GENERIC,NATEGLINIDE,60MG,"$3,287,499 ","$11,900,328 ","$14,011,815 ","$13,735,933 ","$13,679,911 ","$11,693,610 ","$2,845,764 "
NEBIVOLOL,O ORALS,BRAND,BYSTOLIC,10MG,"$37,734,643 ","$112,710,104 ","$160,462,168 ","$215,471,218 ","$277,292,962 ","$339,681,281 ","$134,805,566 "
